"PassengerId1","PassengerId2","Number_Of_Flights_Together"
"1322","2758","4"
"760","791","4"
"1012","3102","4"
"1282","5966","4"
"11213","14082","4"
"2563","3180","4"
"833","3302","4"
"135","12747","4"
"2378","11074","4"
"5976","5997","4"
"4409","4452","4"
"8165","9752","4"
"5212","11211","4"
"11101","11156","4"
"2717","5481","4"
"1352","5396","4"
"497","3618","4"
"10112","10862","4"
"2939","5500","4"
"3620","3648","4"
"4070","12516","4"
"6824","6869","4"
"620","10206","4"
"4747","4795","4"
"8371","10168","4"
"431","7558","4"
"1464","4012","4"
"5720","5964","4"
"3660","8245","4"
"8563","13862","4"
"3120","4969","4"
"3077","8024","4"
"8824","9622","4"
"5423","5486","4"
"7645","8158","4"
"6571","10057","4"
"5922","5946","4"
"92","4772","4"
"13105","13163","4"
"1056","11871","4"
"4904","5456","4"
"4608","4620","4"
"4017","5406","4"
"8109","9592","4"
"334","9253","4"
"2267","2297","4"
"1860","2054","4"
"6915","7451","4"
"2478","4575","4"
"3420","9688","4"
"392","9699","4"
"4008","4304","4"
"7120","7563","4"
"6097","7082","4"
"8004","10975","4"
"2801","4506","4"
"2959","5443","4"
"4412","6017","4"
"6832","6880","4"
"11284","11649","4"
"4746","4794","4"
"7890","7896","4"
"781","793","4"
"9268","10967","4"
"7134","7634","4"
"3815","3839","4"
"191","8729","4"
"11274","12052","4"
"13215","13217","4"
"441","901","4"
"755","1053","4"
"8721","8752","4"
"4011","4075","4"
"3012","6719","4"
"10631","10652","4"
"5528","6764","4"
"4567","5101","4"
"8030","10719","4"
"2856","11101","4"
"211","10384","4"
"1016","5671","4"
"350","3298","4"
"1332","7563","4"
"855","9376","4"
"1626","3206","4"
"9223","9267","4"
"1769","13564","4"
"211","266","4"
"8685","9562","4"
"497","2345","4"
"905","4331","4"
"10513","10552","4"
"1821","1848","4"
"1321","10616","4"
"6434","6460","4"
"2478","2496","4"
"1200","2826","4"
"1458","1479","4"
"5771","6866","4"
"8411","10373","4"
"6001","6889","4"
"2152","2186","4"
"5494","6016","4"
"2581","4359","4"
"13808","13857","4"
"385","3752","4"
"7105","7167","4"
"733","1053","4"
"5401","5491","4"
"3554","3603","4"
"2798","10473","4"
"8411","10378","4"
"4010","4321","4"
"938","12146","4"
"5815","9599","4"
"3894","9629","4"
"4373","6853","4"
"5012","7118","4"
"2160","6666","4"
"3021","6529","4"
"3962","4711","4"
"1860","11221","4"
"9721","12497","4"
"613","8704","4"
"3851","9659","4"
"10422","10474","4"
"2573","2674","4"
"9718","9763","4"
"12617","13238","4"
"356","13564","4"
"546","1938","4"
"1095","3444","4"
"841","848","4"
"315","364","4"
"10315","10384","4"
"10484","11047","4"
"8702","12040","4"
"2101","7186","4"
"4208","4251","4"
"2345","3640","4"
"8444","9063","4"
"9171","12553","4"
"5423","6084","4"
"3610","3679","4"
"9642","9696","4"
"7832","7877","4"
"1046","6092","4"
"2378","2478","4"
"9752","11275","4"
"5727","5760","4"
"5737","10394","4"
"4496","5072","4"
"4674","5964","4"
"3839","4522","4"
"6016","6880","4"
"341","376","4"
"1669","4247","4"
"1079","7191","4"
"3187","9700","4"
"5374","8830","4"
"7039","8297","4"
"7117","8565","4"
"7192","7430","4"
"1025","5487","4"
"106","165","4"
"2295","2965","4"
"28","2303","4"
"2226","2290","4"
"1681","6591","4"
"328","354","4"
"3858","4522","4"
"5957","9828","4"
"5411","7318","4"
"6805","11282","4"
"1920","1967","4"
"4031","7001","4"
"4200","7034","4"
"5426","5439","4"
"4056","4363","4"
"247","2186","4"
"3784","7463","4"
"5101","6733","4"
"3665","3693","4"
"595","2150","4"
"262","7122","4"
"4607","4682","4"
"865","5571","4"
"932","2457","4"
"1208","5490","4"
"8406","11883","4"
"782","794","4"
"13911","13940","4"
"2294","6897","4"
"8112","9300","4"
"10325","10377","4"
"8127","8165","4"
"5761","6855","4"
"1172","9749","4"
"4249","7039","4"
"4473","7603","4"
"4481","6854","4"
"1341","7858","4"
"746","755","4"
"4137","9653","4"
"4451","11876","4"
"3090","8562","4"
"8901","8959","4"
"1250","1292","4"
"241","2532","4"
"8614","8882","4"
"3216","8045","4"
"1464","4013","4"
"4363","6310","4"
"10795","12486","4"
"211","248","4"
"1401","3237","4"
"1371","4431","4"
"420","6953","4"
"5116","11280","4"
"1783","6317","4"
"2251","8258","4"
"501","598","4"
"7656","10022","4"
"190","2392","4"
"1548","1692","4"
"3486","12051","4"
"6726","6749","4"
"1001","1043","4"
"3545","4260","4"
"5207","8515","4"
"1911","1998","4"
"8299","11610","4"
"821","857","4"
"8358","13637","4"
"3612","3637","4"
"10408","10465","4"
"3807","5356","4"
"2868","2922","4"
"9014","9077","4"
"6929","10509","4"
"10703","10710","4"
"8662","8690","4"
"1591","5212","4"
"7131","9642","4"
"2231","9699","4"
"3880","11450","4"
"3526","4476","4"
"2773","6047","4"
"5060","5721","4"
"6096","6884","4"
"726","773","4"
"2201","3078","4"
"3028","6729","4"
"3579","3593","4"
"5421","5423","4"
"701","1013","4"
"716","762","4"
"441","6707","4"
"10463","10953","4"
"1378","3851","4"
"443","2576","4"
"4395","5426","4"
"1918","1947","4"
"2700","7733","4"
"2508","11858","4"
"5278","6900","4"
"5669","9751","4"
"3883","5876","4"
"4017","4066","4"
"1942","1984","4"
"9664","9676","4"
"1666","2867","4"
"5101","9994","4"
"9057","9068","4"
"8371","9402","4"
"95","3735","4"
"4841","8014","4"
"855","4200","4"
"8403","8461","4"
"3307","10465","4"
"11119","11140","4"
"3930","6891","4"
"8093","8411","4"
"7307","10809","4"
"3413","3414","4"
"215","3180","4"
"338","1077","4"
"2187","2188","4"
"6668","6857","4"
"8964","13839","4"
"11128","11141","4"
"8266","11007","4"
"1677","6084","4"
"696","3493","4"
"231","3184","4"
"2255","2910","4"
"2108","6987","4"
"1464","4044","4"
"5584","5668","4"
"6438","6899","4"
"1020","3447","4"
"2185","8595","4"
"5882","7937","4"
"3223","7919","4"
"2160","5072","4"
"419","1338","4"
"1598","5460","4"
"5927","5991","4"
"2110","2124","4"
"707","773","4"
"1762","9059","4"
"4671","4991","4"
"2672","3971","4"
"6880","6897","4"
"2857","3590","4"
"3210","3271","4"
"4563","8200","4"
"517","14022","4"
"7327","8732","4"
"6633","8763","4"
"2783","4053","4"
"4732","6236","4"
"2511","2939","4"
"5761","6896","4"
"210","6024","4"
"3873","6030","4"
"3618","5522","4"
"2152","2197","4"
"9700","10742","4"
"75","1263","4"
"3735","8289","4"
"3367","10536","4"
"4082","4089","4"
"2468","10585","4"
"13219","13266","4"
"7591","9548","4"
"10419","10476","4"
"3552","3579","4"
"5725","5758","4"
"2588","10067","4"
"4854","10937","4"
"6007","6022","4"
"2229","2252","4"
"4827","8810","4"
"9330","9332","4"
"1774","7543","4"
"4451","5503","4"
"11137","11187","4"
"761","1031","4"
"7379","8767","4"
"6412","6447","4"
"1033","6001","4"
"3967","5775","4"
"1850","10652","4"
"286","763","4"
"5503","6765","4"
"3090","6529","4"
"6750","7039","4"
"1656","7544","4"
"5440","6096","4"
"4566","5319","4"
"1540","3093","4"
"1943","4314","4"
"5216","8551","4"
"5426","5490","4"
"4248","5092","4"
"4675","9493","4"
"2534","7747","4"
"705","795","4"
"11331","11388","4"
"2116","2169","4"
"6418","8403","4"
"729","774","4"
"263","289","4"
"2926","7039","4"
"2478","3520","4"
"6008","6830","4"
"2713","12195","4"
"3764","6962","4"
"4674","6864","4"
"702","798","4"
"11420","11432","4"
"2171","2194","4"
"4053","4373","4"
"5423","5448","4"
"2928","3578","4"
"1198","5276","4"
"241","6053","4"
"468","1341","4"
"12600","12841","4"
"2279","2295","4"
"1458","2793","4"
"64","1311","4"
"2509","4656","4"
"6039","6853","4"
"1911","5046","4"
"8871","11514","4"
"6940","8146","4"
"8517","8542","4"
"1850","11290","4"
"5137","9532","4"
"5072","9742","4"
"1069","1093","4"
"4925","4939","4"
"746","763","4"
"11011","11069","4"
"810","841","4"
"4034","8025","4"
"6726","6763","4"
"4820","8729","4"
"975","4013","4"
"5414","10812","4"
"11124","11176","4"
"2236","2405","4"
"1243","1598","4"
"11066","12072","4"
"606","684","4"
"215","226","4"
"737","763","4"
"11958","11964","4"
"2941","4013","4"
"10416","10451","4"
"5919","5990","4"
"7778","8326","4"
"1865","6017","4"
"1871","4636","4"
"5669","5850","4"
"756","1335","4"
"4076","4852","4"
"3776","3791","4"
"1032","10234","4"
"1484","4013","4"
"975","5456","4"
"8710","8724","4"
"2271","9542","4"
"2656","6478","4"
"2759","6063","4"
"3576","6864","4"
"2519","5043","4"
"4774","5330","4"
"582","10716","4"
"4737","7191","4"
"2601","5959","4"
"7995","8348","4"
"10310","10357","4"
"8116","13565","4"
"4121","4171","4"
"993","2949","4"
"8257","10253","4"
"5009","10478","4"
"241","2174","4"
"2776","4332","4"
"3875","9171","4"
"14763","14769","4"
"10858","11483","4"
"191","10727","4"
"10762","10795","4"
"3177","6418","4"
"4379","6953","4"
"7653","11035","4"
"4395","6052","4"
"1330","2932","4"
"4553","4852","4"
"2706","5167","4"
"5754","7114","4"
"3930","6054","4"
"701","733","4"
"6136","10179","4"
"1617","7271","4"
"4430","5025","4"
"10627","10652","4"
"5941","10975","4"
"5731","5779","4"
"10024","10089","4"
"3648","5037","4"
"928","4083","4"
"2560","5460","4"
"3950","5411","4"
"7015","7611","4"
"1357","3459","4"
"4494","5416","4"
"2939","4009","4"
"6080","10394","4"
"6323","13249","4"
"4841","9859","4"
"1208","1264","4"
"938","11699","4"
"8211","11416","4"
"905","2905","4"
"5722","5764","4"
"1466","4711","4"
"4202","4284","4"
"1808","4972","4"
"2717","2857","4"
"6833","6855","4"
"1437","4202","4"
"4641","4647","4"
"762","771","4"
"4675","4917","4"
"1462","2412","4"
"2544","7373","4"
"5016","5209","4"
"4002","4025","4"
"356","10205","4"
"6987","7579","4"
"8845","9581","4"
"23","4978","4"
"4147","8587","4"
"9290","9710","4"
"1077","1258","4"
"4032","4377","4"
"9235","9278","4"
"11290","11353","4"
"5955","10318","4"
"2225","2235","4"
"3275","8912","4"
"1337","11450","4"
"11118","11142","4"
"709","797","4"
"701","758","4"
"1033","10762","4"
"2117","4337","4"
"1252","1290","4"
"2406","2413","4"
"5072","8252","4"
"13899","13900","4"
"2988","4359","4"
"2728","4927","4"
"5912","5982","4"
"333","2655","4"
"3837","9380","4"
"1340","2012","4"
"7001","8105","4"
"2653","2665","4"
"2406","2429","4"
"5420","6092","4"
"2407","3675","4"
"6465","9345","4"
"2773","6870","4"
"1023","3122","4"
"942","9770","4"
"443","6092","4"
"5714","11649","4"
"5610","8995","4"
"2626","2689","4"
"2504","9766","4"
"5668","6876","4"
"191","2345","4"
"5917","5919","4"
"1384","3681","4"
"10017","10058","4"
"117","756","4"
"1055","4000","4"
"1670","4318","4"
"9362","13232","4"
"4534","4856","4"
"241","10265","4"
"2645","5775","4"
"1666","2939","4"
"4713","11225","4"
"10640","12979","4"
"6418","6773","4"
"1460","10784","4"
"374","392","4"
"3492","5450","4"
"1938","1987","4"
"761","5998","4"
"9294","12515","4"
"2970","9751","4"
"195","2322","4"
"7810","9874","4"
"3011","3024","4"
"3278","6703","4"
"2479","2489","4"
"4552","9101","4"
"7866","8411","4"
"1464","5458","4"
"3503","5579","4"
"308","364","4"
"9713","9786","4"
"4373","5964","4"
"5777","5782","4"
"3275","4142","4"
"2446","3689","4"
"709","724","4"
"10703","10756","4"
"5923","5935","4"
"2221","3639","4"
"75","10667","4"
"42","7661","4"
"9421","9495","4"
"4391","5808","4"
"1499","9364","4"
"8271","9445","4"
"5731","5746","4"
"728","2489","4"
"9466","10762","4"
"5634","7194","4"
"4494","4802","4"
"3123","6327","4"
"3735","5482","4"
"7121","8286","4"
"10409","10482","4"
"15135","15186","4"
"8348","10812","4"
"2201","7747","4"
"6345","6882","4"
"1351","4032","4"
"10702","10785","4"
"11130","11200","4"
"821","871","4"
"2759","4607","4"
"816","1800","4"
"2879","6011","4"
"320","13621","4"
"10089","10097","4"
"1005","2504","4"
"5440","5761","4"
"2521","2539","4"
"4627","5579","4"
"1267","5304","4"
"5761","5966","4"
"993","1888","4"
"254","256","4"
"3477","3491","4"
"4917","5623","4"
"1042","6208","4"
"1845","4220","4"
"6053","6548","4"
"5746","5766","4"
"3503","7605","4"
"305","315","4"
"407","5486","4"
"3330","5584","4"
"959","6889","4"
"4492","6198","4"
"727","739","4"
"3573","7433","4"
"1363","1866","4"
"4689","5016","4"
"5978","6950","4"
"2288","5885","4"
"10407","10430","4"
"2002","4168","4"
"8970","8973","4"
"5491","6017","4"
"211","681","4"
"3416","10661","4"
"3513","3889","4"
"7451","12553","4"
"1470","1911","4"
"2530","8557","4"
"2236","2273","4"
"5012","7430","4"
"4435","4716","4"
"1822","12358","4"
"6783","7349","4"
"913","979","4"
"7671","8399","4"
"2504","3149","4"
"3278","3590","4"
"6001","8679","4"
"8329","11694","4"
"6626","9713","4"
"235","683","4"
"712","10605","4"
"1464","4707","4"
"7863","7898","4"
"332","2841","4"
"441","7605","4"
"10702","10796","4"
"787","800","4"
"5021","10203","4"
"5702","5779","4"
"183","7194","4"
"210","4543","4"
"2780","6986","4"
"5902","5973","4"
"4223","4248","4"
"7379","8307","4"
"12551","12576","4"
"8445","9828","4"
"497","5503","4"
"9493","10089","4"
"2976","6165","4"
"5431","5499","4"
"6783","9063","4"
"309","721","4"
"3112","7162","4"
"183","13163","4"
"2810","4566","4"
"759","2672","4"
"2532","3432","4"
"1079","1747","4"
"1428","5361","4"
"2443","7342","4"
"5668","10334","4"
"704","755","4"
"237","614","4"
"14705","14769","4"
"8936","8945","4"
"6064","6077","4"
"3590","6100","4"
"746","3413","4"
"9642","9693","4"
"382","1026","4"
"356","1085","4"
"4235","10758","4"
"4541","7153","4"
"738","2868","4"
"2857","10322","4"
"641","3447","4"
"863","6053","4"
"6084","9098","4"
"2717","2941","4"
"7160","7198","4"
"1673","9359","4"
"6113","8017","4"
"8644","11276","4"
"360","1045","4"
"11540","11578","4"
"171","182","4"
"5007","7661","4"
"4468","7645","4"
"9327","9342","4"
"4496","8101","4"
"2724","2826","4"
"2068","4441","4"
"6769","6831","4"
"1013","2720","4"
"8968","9000","4"
"2786","3015","4"
"11139","11140","4"
"1940","7662","4"
"6829","6855","4"
"6860","7833","4"
"5081","9935","4"
"802","876","4"
"5007","13296","4"
"2656","9598","4"
"13603","13610","4"
"5696","7076","4"
"1865","6870","4"
"3440","3475","4"
"4177","5175","4"
"6893","6898","4"
"5817","5859","4"
"1631","1782","4"
"843","1982","4"
"3117","3192","4"
"11148","11157","4"
"8851","11803","4"
"8427","10179","4"
"2970","8399","4"
"15158","15193","4"
"1666","5495","4"
"6529","10644","4"
"3299","6777","4"
"6459","6874","4"
"1042","1050","4"
"6854","6897","4"
"2625","4601","4"
"1321","1343","4"
"3184","3670","4"
"2201","3090","4"
"6876","8461","4"
"766","768","4"
"13244","13525","4"
"4816","11537","4"
"486","6289","4"
"954","10652","4"
"1865","6408","4"
"3021","6113","4"
"1484","4059","4"
"204","611","4"
"226","419","4"
"360","6136","4"
"1371","2759","4"
"2446","3615","4"
"2518","8529","4"
"2242","2299","4"
"1818","2959","4"
"234","243","4"
"7714","7780","4"
"1404","1762","4"
"1208","8190","4"
"6100","8037","4"
"14705","14747","4"
"293","4484","4"
"5716","5787","4"
"1347","2279","4"
"1505","10833","4"
"5716","5735","4"
"1119","1173","4"
"5092","5370","4"
"6464","10778","4"
"3149","3465","4"
"7550","7581","4"
"7430","7433","4"
"2062","5116","4"
"2519","6522","4"
"1569","6052","4"
"5111","7099","4"
"2495","11296","4"
"4007","4090","4"
"9392","10086","4"
"905","8317","4"
"813","4734","4"
"3962","13276","4"
"4674","6075","4"
"3472","5477","4"
"324","2773","4"
"490","1300","4"
"9822","10858","4"
"1572","3527","4"
"501","12586","4"
"1444","4178","4"
"1332","1766","4"
"4798","8297","4"
"727","768","4"
"11179","11186","4"
"1223","1506","4"
"2516","9771","4"
"4607","4700","4"
"1265","3902","4"
"10719","10785","4"
"13414","13440","4"
"9027","9097","4"
"1135","3766","4"
"10350","10806","4"
"5414","6052","4"
"2441","3622","4"
"4057","4329","4"
"2719","9586","4"
"258","8222","4"
"2596","6027","4"
"5761","6869","4"
"1544","8146","4"
"340","7068","4"
"2335","2427","4"
"4017","5448","4"
"1005","9505","4"
"13623","13643","4"
"75","2701","4"
"1800","8724","4"
"4735","9829","4"
"5358","5390","4"
"64","6308","4"
"7068","9954","4"
"14738","14791","4"
"5303","10145","4"
"5950","5962","4"
"288","620","4"
"1431","9501","4"
"2776","7896","4"
"4254","4261","4"
"4053","5490","4"
"1677","9474","4"
"4896","5074","4"
"2608","3916","4"
"9621","9635","4"
"441","3278","4"
"5383","9664","4"
"2479","4711","4"
"813","2482","4"
"584","595","4"
"5012","13215","4"
"7131","9664","4"
"5015","6634","4"
"3524","3600","4"
"6322","6396","4"
"172","2249","4"
"3120","5798","4"
"3576","5964","4"
"1849","4774","4"
"6976","12073","4"
"1082","2769","4"
"855","10541","4"
"5404","5414","4"
"1288","3071","4"
"1635","7039","4"
"5471","5495","4"
"611","670","4"
"1911","1961","4"
"8818","8845","4"
"5546","7505","4"
"439","8232","4"
"978","10248","4"
"2911","2912","4"
"5720","6008","4"
"328","366","4"
"3742","4338","4"
"8444","10975","4"
"2939","7866","4"
"8552","12374","4"
"3536","8679","4"
"844","1963","4"
"1863","5998","4"
"385","795","4"
"2458","2467","4"
"3949","3959","4"
"1317","1368","4"
"10371","10384","4"
"2605","4673","4"
"5596","11098","4"
"809","816","4"
"3273","5390","4"
"682","3116","4"
"1468","3743","4"
"9342","9400","4"
"281","6447","4"
"315","743","4"
"4359","11296","4"
"10036","10073","4"
"3911","3967","4"
"1651","2065","4"
"2271","2300","4"
"10471","10473","4"
"2548","5754","4"
"6180","8519","4"
"5743","10030","4"
"762","793","4"
"14754","14782","4"
"2967","8720","4"
"482","5411","4"
"11130","11190","4"
"402","624","4"
"14754","14787","4"
"901","6703","4"
"501","10767","4"
"2492","2786","4"
"477","1205","4"
"7902","7910","4"
"9317","9324","4"
"4877","8986","4"
"1358","3536","4"
"3867","7268","4"
"8048","8363","4"
"11109","11163","4"
"1734","1771","4"
"83","8656","4"
"5423","8363","4"
"11057","11438","4"
"3837","9068","4"
"2717","8892","4"
"360","368","4"
"328","355","4"
"4329","9686","4"
"1263","1265","4"
"10332","10358","4"
"7114","10205","4"
"5416","5432","4"
"437","2906","4"
"14701","14731","4"
"857","896","4"
"5101","6591","4"
"368","746","4"
"3665","5046","4"
"4038","4073","4"
"1916","1962","4"
"5761","5788","4"
"662","3486","4"
"5734","8475","4"
"6052","7976","4"
"545","569","4"
"8057","13564","4"
"3410","3440","4"
"10541","10899","4"
"5590","5787","4"
"2527","8598","4"
"514","533","4"
"954","1242","4"
"1153","11867","4"
"4611","4933","4"
"6020","8037","4"
"6071","6889","4"
"11103","11138","4"
"5423","5467","4"
"2068","10551","4"
"6809","6844","4"
"2350","10244","4"
"1747","9421","4"
"8102","8662","4"
"2248","4451","4"
"2789","4373","4"
"1482","1484","4"
"5430","13731","4"
"10720","10786","4"
"701","3440","4"
"3924","7551","4"
"2419","2446","4"
"7799","9665","4"
"5420","5459","4"
"4852","9686","4"
"928","5500","4"
"6202","7268","4"
"5416","5471","4"
"3477","6020","4"
"901","975","4"
"719","768","4"
"11086","11094","4"
"2963","3681","4"
"5503","8729","4"
"4363","6827","4"
"2427","3681","4"
"4904","4957","4"
"12163","12862","4"
"5490","8461","4"
"2269","7718","4"
"2284","2293","4"
"10770","10791","4"
"292","3151","4"
"5989","8068","4"
"625","2906","4"
"1753","7579","4"
"6180","10548","4"
"3544","4990","4"
"5972","5991","4"
"1780","4101","4"
"352","1173","4"
"7346","8374","4"
"2554","3162","4"
"1573","11450","4"
"5383","9660","4"
"2411","2481","4"
"2441","2460","4"
"1475","6113","4"
"5233","8197","4"
"12841","13731","4"
"5735","5796","4"
"9602","9634","4"
"9395","10018","4"
"2392","6259","4"
"749","1025","4"
"9386","10833","4"
"172","2303","4"
"3367","11757","4"
"10704","10776","4"
"13119","13553","4"
"6591","13561","4"
"1413","2124","4"
"3924","4404","4"
"5111","5634","4"
"234","269","4"
"10515","10568","4"
"3775","3787","4"
"7579","7809","4"
"2550","2692","4"
"2100","10350","4"
"2124","2173","4"
"1465","1844","4"
"5209","7679","4"
"400","4823","4"
"614","1064","4"
"16","8572","4"
"8861","9776","4"
"3642","6951","4"
"86","10357","4"
"360","4978","4"
"5401","5446","4"
"5380","8674","4"
"6882","13560","4"
"4945","5434","4"
"381","749","4"
"1617","8368","4"
"10407","10412","4"
"816","8979","4"
"9742","9761","4"
"1034","1608","4"
"7537","7833","4"
"5116","7271","4"
"5948","5963","4"
"3772","6050","4"
"2857","6100","4"
"2783","4353","4"
"1156","4359","4"
"3706","3739","4"
"203","8735","4"
"2939","4011","4"
"806","874","4"
"2110","2189","4"
"822","2155","4"
"4335","12551","4"
"3367","7540","4"
"210","9033","4"
"832","833","4"
"12492","13637","4"
"320","10627","4"
"2235","2247","4"
"2868","9992","4"
"2284","3554","4"
"7801","8501","4"
"726","727","4"
"4606","5953","4"
"6707","8190","4"
"397","3415","4"
"12411","12436","4"
"4661","4672","4"
"2437","11876","4"
"8057","9540","4"
"7014","11676","4"
"1079","5116","4"
"2539","2554","4"
"855","8679","4"
"5919","7492","4"
"10083","10243","4"
"1617","1651","4"
"2476","11636","4"
"398","10107","4"
"3090","10644","4"
"3888","4580","4"
"2718","9063","4"
"1419","4438","4"
"1673","7950","4"
"9904","9920","4"
"2012","3064","4"
"3590","10371","4"
"13605","13668","4"
"6853","6874","4"
"3837","3881","4"
"3587","7327","4"
"9611","9650","4"
"9920","9985","4"
"3509","3540","4"
"171","11126","4"
"6847","6893","4"
"1617","4523","4"
"6668","7560","4"
"11143","11176","4"
"628","1528","4"
"2581","9063","4"
"525","1211","4"
"5002","5041","4"
"1532","6447","4"
"3491","8007","4"
"6067","13284","4"
"2206","12170","4"
"5923","5954","4"
"4650","4661","4"
"11855","11871","4"
"10313","10349","4"
"760","8121","4"
"232","4613","4"
"5446","5463","4"
"4034","9626","4"
"2097","8475","4"
"697","10446","4"
"2117","5358","4"
"14716","14731","4"
"3920","6004","4"
"8642","13911","4"
"1941","1967","4"
"5944","9929","4"
"704","739","4"
"2350","2382","4"
"5922","6414","4"
"11118","11173","4"
"1789","8485","4"
"7318","8353","4"
"8901","10720","4"
"4346","4364","4"
"5738","7447","4"
"1533","2611","4"
"3635","3654","4"
"2458","6114","4"
"9157","9944","4"
"5072","10043","4"
"3503","5566","4"
"7114","9540","4"
"11151","11160","4"
"3534","11592","4"
"2231","4202","4"
"1449","11940","4"
"1464","4388","4"
"1432","2511","4"
"2941","4364","4"
"5741","5800","4"
"8019","9353","4"
"6591","12323","4"
"5770","8587","4"
"2743","2769","4"
"826","873","4"
"9330","9363","4"
"1772","10798","4"
"3576","4373","4"
"1906","1986","4"
"3416","4363","4"
"724","3414","4"
"4339","5471","4"
"5518","9944","4"
"3665","6409","4"
"8704","11014","4"
"4339","5479","4"
"5007","5212","4"
"1035","1056","4"
"11102","11140","4"
"320","367","4"
"11378","11953","4"
"3330","8353","4"
"6050","8563","4"
"12401","12473","4"
"4085","5356","4"
"2116","2141","4"
"2939","8007","4"
"6114","10460","4"
"318","3631","4"
"3356","8775","4"
"2560","4656","4"
"2268","2281","4"
"1287","2655","4"
"6824","10252","4"
"1303","2683","4"
"1946","5377","4"
"1406","6059","4"
"978","10605","4"
"2945","7209","4"
"5002","10975","4"
"1300","2608","4"
"13671","13683","4"
"10212","12328","4"
"2201","2544","4"
"4237","5001","4"
"5744","5964","4"
"7671","8919","4"
"1413","10536","4"
"760","1321","4"
"477","5720","4"
"2608","3940","4"
"2780","7450","4"
"4092","10541","4"
"2759","4412","4"
"4241","5095","4"
"3880","6310","4"
"2548","10605","4"
"3332","9294","4"
"8835","10267","4"
"10720","10766","4"
"364","1377","4"
"3759","8243","4"
"759","764","4"
"1643","1819","4"
"3993","5603","4"
"380","3569","4"
"2378","11046","4"
"7080","7091","4"
"1451","13644","4"
"1584","2525","4"
"5491","9897","4"
"14705","14744","4"
"5723","5728","4"
"2233","2278","4"
"5490","5819","4"
"2926","7662","4"
"3512","3516","4"
"8015","13753","4"
"3590","8289","4"
"885","3193","4"
"11332","11378","4"
"989","2943","4"
"1955","11649","4"
"4497","5411","4"
"5484","5491","4"
"1848","1855","4"
"3278","4468","4"
"1439","1482","4"
"4000","6694","4"
"2390","3637","4"
"11474","11919","4"
"11939","11965","4"
"2927","7624","4"
"4728","10017","4"
"1447","3173","4"
"308","330","4"
"10446","10465","4"
"5628","5650","4"
"11188","11196","4"
"1915","1964","4"
"6004","6027","4"
"8326","8811","4"
"715","794","4"
"4373","6854","4"
"9610","9620","4"
"8956","9050","4"
"12710","12780","4"
"7768","7799","4"
"6220","6258","4"
"1371","2969","4"
"10741","11483","4"
"1218","6084","4"
"4942","6049","4"
"3937","8019","4"
"1368","4389","4"
"5402","5498","4"
"649","3476","4"
"11357","11369","4"
"9062","11896","4"
"1056","2437","4"
"2750","3015","4"
"2472","4210","4"
"8017","10899","4"
"438","5954","4"
"7131","9622","4"
"5426","5446","4"
"167","3093","4"
"1347","1384","4"
"3525","3568","4"
"3101","3165","4"
"4841","4881","4"
"7859","9227","4"
"1538","1651","4"
"606","2510","4"
"264","9294","4"
"5560","13232","4"
"3787","5194","4"
"6863","6891","4"
"10325","10377","4"
"1430","1767","4"
"679","3421","4"
"1007","1035","4"
"1358","1384","4"
"1637","4451","4"
"9540","13221","4"
"5404","5420","4"
"8871","10022","4"
"6003","6813","4"
"10205","12323","4"
"269","11954","4"
"5464","5491","4"
"7602","8353","4"
"1021","1056","4"
"368","1029","4"
"446","4700","4"
"5737","10373","4"
"2263","2467","4"
"4715","5283","4"
"324","3576","4"
"3645","3943","4"
"1482","4012","4"
"1808","4674","4"
"5438","5484","4"
"14754","14769","4"
"5724","6824","4"
"1293","1587","4"
"3257","11379","4"
"2802","2905","4"
"2012","5330","4"
"2567","3924","4"
"14718","14780","4"
"7832","8216","4"
"10419","10496","4"
"1619","6069","4"
"2472","9028","4"
"5769","6893","4"
"6294","7029","4"
"7747","8519","4"
"1927","8195","4"
"1955","9954","4"
"6548","10016","4"
"7621","7693","4"
"4845","4856","4"
"804","833","4"
"1733","9083","4"
"9516","10561","4"
"1865","6077","4"
"3880","8234","4"
"6947","11280","4"
"10288","11557","4"
"9951","10610","4"
"258","6827","4"
"10716","10798","4"
"5019","5022","4"
"2935","2963","4"
"11610","11642","4"
"613","2957","4"
"368","706","4"
"4531","4590","4"
"8908","8933","4"
"9069","9098","4"
"5374","11897","4"
"2247","3520","4"
"9665","9683","4"
"901","1465","4"
"2973","7860","4"
"2160","8871","4"
"4917","6111","4"
"2548","13221","4"
"4109","8375","4"
"4433","5610","4"
"2814","2872","4"
"3293","6585","4"
"12587","13781","4"
"10058","11007","4"
"5990","12043","4"
"8348","12586","4"
"272","2197","4"
"7222","9357","4"
"4744","12695","4"
"1568","2256","4"
"3149","3658","4"
"11045","11070","4"
"3959","9089","4"
"13385","13621","4"
"2640","6899","4"
"724","774","4"
"9340","10046","4"
"2695","3968","4"
"816","857","4"
"2928","2932","4"
"1528","1537","4"
"2773","6830","4"
"13541","13549","4"
"1715","7898","4"
"8037","8411","4"
"9020","9060","4"
"4917","10095","4"
"2723","3275","4"
"1046","4552","4"
"7502","12477","4"
"746","3436","4"
"10731","10788","4"
"2196","5227","4"
"873","3943","4"
"5911","8037","4"
"8263","9932","4"
"170","833","4"
"1274","1290","4"
"8525","8533","4"
"10756","10766","4"
"1598","4914","4"
"5922","5946","4"
"4366","9820","4"
